,LSOA11CD,Region,Local Authority name,Score,score_normalized,LSOA21CD,oa21cd,Classification Name,Urban Rural Classification
107920,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107921,E01001725,London,Hackney,81.2,2.54,E01001725,E00008586,City Service Workers ,Urban major conurbation
107922,E01001725,London,Hackney,81.2,2.54,E01001725,E00008586,City Service Workers ,Urban major conurbation
107923,E01001725,London,Hackney,81.2,2.54,E01001725,E00008586,City Service Workers ,Urban major conurbation
107924,E01001725,London,Hackney,81.2,2.54,E01001725,E00008585,Young Ethnic Minority Families ,Urban major conurbation
107925,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107926,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107927,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107928,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107929,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107930,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107931,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107932,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107933,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107934,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107935,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107936,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107937,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107938,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107939,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107940,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107941,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107942,E01001725,London,Hackney,81.2,2.54,E01001725,E00008586,City Service Workers ,Urban major conurbation
107943,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107944,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107945,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107946,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107947,E01001725,London,Hackney,81.2,2.54,E01001725,E00008585,Young Ethnic Minority Families ,Urban major conurbation
107948,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107949,E01001725,London,Hackney,81.2,2.54,E01001725,E00008585,Young Ethnic Minority Families ,Urban major conurbation
107950,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107951,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107952,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107953,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107954,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107955,E01001725,London,Hackney,81.2,2.54,E01001725,E00008587,European Skilled Workforce ,Urban major conurbation
107956,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107957,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107958,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107959,E01001725,London,Hackney,81.2,2.54,E01001725,E00008594,City Service Workers ,Urban major conurbation
107977,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
107978,E01001727,London,Hackney,81.7,2.74,E01001727,E00008592,City Service Workers ,Urban major conurbation
107979,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
107980,E01001727,London,Hackney,81.7,2.74,E01001727,E00008590,City Service Workers ,Urban major conurbation
107981,E01001727,London,Hackney,81.7,2.74,E01001727,E00008596,Multi-Child Young Families ,Urban major conurbation
107982,E01001727,London,Hackney,81.7,2.74,E01001727,E00008596,Multi-Child Young Families ,Urban major conurbation
107983,E01001727,London,Hackney,81.7,2.74,E01001727,E00008596,Multi-Child Young Families ,Urban major conurbation
107984,E01001727,London,Hackney,81.7,2.74,E01001727,E00008592,City Service Workers ,Urban major conurbation
107985,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
107986,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
107987,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
107988,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
107989,E01001727,London,Hackney,81.7,2.74,E01001727,E00008592,City Service Workers ,Urban major conurbation
107990,E01001727,London,Hackney,81.7,2.74,E01001727,E00008592,City Service Workers ,Urban major conurbation
107991,E01001727,London,Hackney,81.7,2.74,E01001727,E00008592,City Service Workers ,Urban major conurbation
107992,E01001727,London,Hackney,81.7,2.74,E01001727,E00008592,City Service Workers ,Urban major conurbation
107993,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
107994,E01001727,London,Hackney,81.7,2.74,E01001727,E00008590,City Service Workers ,Urban major conurbation
107995,E01001727,London,Hackney,81.7,2.74,E01001727,E00008590,City Service Workers ,Urban major conurbation
107996,E01001727,London,Hackney,81.7,2.74,E01001727,E00008590,City Service Workers ,Urban major conurbation
107997,E01001727,London,Hackney,81.7,2.74,E01001727,E00008590,City Service Workers ,Urban major conurbation
107998,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
107999,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
108000,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
108001,E01001727,London,Hackney,81.7,2.74,E01001727,E00008581,Career Progression ,Urban major conurbation
108002,E01001728,London,Hackney,74.8,0.0,E01001728,E00008599,Multi-Child Young Families ,Urban major conurbation
108003,E01001728,London,Hackney,74.8,0.0,E01001728,E00008603,Young Ethnic Minority Families ,Urban major conurbation
108004,E01001728,London,Hackney,74.8,0.0,E01001728,E00008603,Young Ethnic Minority Families ,Urban major conurbation
108005,E01001728,London,Hackney,74.8,0.0,E01001728,E00008603,Young Ethnic Minority Families ,Urban major conurbation
108006,E01001728,London,Hackney,74.8,0.0,E01001728,E00008603,Young Ethnic Minority Families ,Urban major conurbation
108007,E01001728,London,Hackney,74.8,0.0,E01001728,E00008601,Private Rental Ethnic Minority Families ,Urban major conurbation
108008,E01001728,London,Hackney,74.8,0.0,E01001728,E00008601,Private Rental Ethnic Minority Families ,Urban major conurbation
108009,E01001728,London,Hackney,74.8,0.0,E01001728,E00008601,Private Rental Ethnic Minority Families ,Urban major conurbation
108010,E01001728,London,Hackney,74.8,0.0,E01001728,E00008601,Private Rental Ethnic Minority Families ,Urban major conurbation
108011,E01001728,London,Hackney,74.8,0.0,E01001728,E00008603,Young Ethnic Minority Families ,Urban major conurbation
108012,E01001728,London,Hackney,74.8,0.0,E01001728,E00008599,Multi-Child Young Families ,Urban major conurbation
108013,E01001728,London,Hackney,74.8,0.0,E01001728,E00008599,Multi-Child Young Families ,Urban major conurbation
108014,E01001728,London,Hackney,74.8,0.0,E01001728,E00008601,Private Rental Ethnic Minority Families ,Urban major conurbation
108015,E01001728,London,Hackney,74.8,0.0,E01001728,E00008601,Private Rental Ethnic Minority Families ,Urban major conurbation
108016,E01001728,London,Hackney,74.8,0.0,E01001728,E00008601,Private Rental Ethnic Minority Families ,Urban major conurbation
108017,E01001728,London,Hackney,74.8,0.0,E01001728,E00008597,Career Progression ,Urban major conurbation
108018,E01001728,London,Hackney,74.8,0.0,E01001728,E00008597,Career Progression ,Urban major conurbation
108019,E01001728,London,Hackney,74.8,0.0,E01001728,E00008597,Career Progression ,Urban major conurbation
108020,E01001728,London,Hackney,74.8,0.0,E01001728,E00008597,Career Progression ,Urban major conurbation
108021,E01001728,London,Hackney,74.8,0.0,E01001728,E00008597,Career Progression ,Urban major conurbation
108022,E01001728,London,Hackney,74.8,0.0,E01001728,E00008597,Career Progression ,Urban major conurbation
108023,E01001728,London,Hackney,74.8,0.0,E01001728,E00008597,Career Progression ,Urban major conurbation
108024,E01001728,London,Hackney,74.8,0.0,E01001728,E00008601,Private Rental Ethnic Minority Families ,Urban major conurbation
108025,E01001728,London,Hackney,74.8,0.0,E01001728,E00008597,Career Progression ,Urban major conurbation
108026,E01001728,London,Hackney,74.8,0.0,E01001728,E00008601,Private Rental Ethnic Minority Families ,Urban major conurbation
108027,E01001728,London,Hackney,74.8,0.0,E01001728,E00008599,Multi-Child Young Families ,Urban major conurbation
108028,E01001728,London,Hackney,74.8,0.0,E01001728,E00008599,Multi-Child Young Families ,Urban major conurbation
110903,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110904,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110905,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110906,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110907,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110908,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110909,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110910,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110911,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110912,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110913,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110914,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110915,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110916,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110917,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110918,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110919,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110920,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110921,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110922,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110923,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110924,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110925,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110926,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110927,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110928,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110929,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110930,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110931,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110932,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110933,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110934,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110935,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110936,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110937,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110938,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110939,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110940,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110941,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110942,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110943,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110944,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110945,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110946,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110947,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110948,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110949,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110950,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110951,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110952,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110953,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110954,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110955,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110956,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110957,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110958,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110959,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110960,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110961,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110962,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110963,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110964,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110965,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110966,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110967,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110968,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110969,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110970,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110971,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110972,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110973,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110974,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110975,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110976,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110977,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110978,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110979,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110980,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110981,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110982,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110983,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110984,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110985,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110986,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110987,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110988,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110989,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110990,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110991,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110992,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110993,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110994,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110995,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110996,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110997,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110998,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
110999,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111000,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111001,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111002,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111003,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111004,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111005,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111006,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111007,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111008,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111009,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111010,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111011,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111012,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111013,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111014,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111015,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111016,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111017,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111018,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111019,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111020,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111021,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111022,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111023,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111024,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111025,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111026,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111027,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111028,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111029,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111030,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111031,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111032,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111033,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111034,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111035,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111036,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111037,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111038,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111039,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111040,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111041,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111042,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111043,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111044,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111045,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111046,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111047,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111048,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111049,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111050,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111051,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111052,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111053,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111054,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111055,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111056,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111057,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111058,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111059,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111060,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111061,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111062,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111063,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111064,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111065,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111066,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111067,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111068,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111069,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111070,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111071,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111072,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111073,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111074,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111075,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111076,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111077,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111078,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111079,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111080,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111081,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111082,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111083,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111084,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111085,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111086,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111087,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
111088,E01001799,London,Hackney,79.4,1.83,E01001799,E00009000,Career Progression ,Urban major conurbation
